Unnamed: 0,datetime,open,high,low,close,volume,HL,HC,LC,TR,ATR,Upper Band,Lower Band,Supertrend,In Uptrend,Buy Signal,Sell Signal,signal,signals,trade_type
30,2019-12-31,131.53,133.64,128.15,129.12,647743.359,5.489999999999981,2.119999999999976,3.3700000000000045,5.489999999999981,7.283333333333334,144.38199999999998,109.04499999999999,144.38199999999998,False,False,False,0,0,hold
31,2020-01-01,129.12,132.96,128.62,130.62,466063.929,4.340000000000003,3.8400000000000034,0.5,4.340000000000003,6.656666666666667,144.38199999999998,110.82000000000002,144.38199999999998,False,False,False,0,0,hold
32,2020-01-02,130.63,130.75,126.25,127.11,523582.924,4.5,0.12999999999999545,4.3700000000000045,4.5,5.703333333333334,144.38199999999998,111.39,144.38199999999998,False,False,False,0,0,hold
33,2020-01-03,127.11,135.07,125.78,134.29,951123.597,9.289999999999992,7.959999999999994,1.3299999999999983,9.289999999999992,5.780666666666667,144.38199999999998,113.08300000000001,144.38199999999998,False,False,False,0,0,hold
34,2020-01-04,134.31,135.8,132.41,134.14,509778.108,3.390000000000015,1.5100000000000193,1.8799999999999955,3.390000000000015,5.7666666666666675,144.38199999999998,116.805,144.38199999999998,False,False,False,0,0,hold
35,2020-01-05,134.14,138.17,134.12,135.33,669677.687,4.049999999999983,4.030000000000001,0.01999999999998181,4.049999999999983,5.901999999999999,144.38199999999998,118.439,144.38199999999998,False,False,False,0,0,hold
36,2020-01-06,135.32,144.38,134.82,144.04,1095147.166,9.560000000000002,9.049999999999983,0.5100000000000193,9.560000000000002,6.102666666666665,144.38199999999998,121.292,144.38199999999998,False,False,False,0,0,hold
37,2020-01-07,144.11,145.25,138.7,142.86,963331.505,6.550000000000011,1.210000000000008,5.340000000000003,6.550000000000011,5.933999999999999,144.38199999999998,124.173,144.38199999999998,False,False,False,0,0,hold
38,2020-01-08,142.86,147.94,137.15,140.75,1208133.766,10.789999999999992,5.079999999999984,5.710000000000008,10.789999999999992,6.438666666666666,144.38199999999998,123.22900000000001,144.38199999999998,False,False,False,0,0,hold
39,2020-01-09,140.76,141.52,135.33,137.73,956864.213,6.189999999999998,0.7700000000000102,5.4199999999999875,6.189999999999998,6.529333333333333,144.38199999999998,118.83700000000002,144.38199999999998,False,False,False,0,0,hold
40,2020-01-10,137.73,145.15,135.22,144.8,908378.249,9.930000000000007,7.420000000000016,2.509999999999991,9.930000000000007,6.650666666666667,160.137,120.233,120.233,True,True,False,1,2,short_reversal
41,2020-01-11,144.8,148.03,142.0,142.4,832163.204,6.030000000000001,3.2299999999999898,2.8000000000000114,6.030000000000001,6.715333333333334,165.161,124.86899999999999,124.86899999999999,True,False,False,0,0,hold
42,2020-01-12,142.4,146.6,141.71,146.57,630256.911,4.889999999999986,4.199999999999989,0.6899999999999977,4.889999999999986,6.7846666666666655,164.509,124.86899999999999,124.86899999999999,True,False,False,0,0,hold
43,2020-01-13,146.57,147.0,142.32,143.58,558655.672,4.680000000000007,0.4300000000000068,4.25,4.680000000000007,6.379999999999999,163.79999999999998,125.52,125.52,True,False,False,0,0,hold
44,2020-01-14,143.57,171.0,143.49,165.77,2169559.414,27.50999999999999,27.419999999999987,0.09000000000000341,27.50999999999999,7.812666666666664,180.683,133.80700000000002,133.80700000000002,True,False,False,0,0,hold
45,2020-01-15,165.75,172.18,159.35,166.6,1391999.279,12.830000000000013,6.409999999999997,6.420000000000016,12.830000000000013,8.302,190.671,140.85899999999998,140.85899999999998,True,False,False,0,0,hold
46,2020-01-16,166.61,167.63,158.43,164.37,784199.474,9.199999999999989,1.0300000000000011,8.169999999999987,9.199999999999989,8.626,188.90800000000002,140.85899999999998,140.85899999999998,True,False,False,0,0,hold
47,2020-01-17,164.39,174.79,162.27,170.06,946707.348,12.519999999999982,10.419999999999987,2.0999999999999943,12.519999999999982,9.160666666666664,196.012,141.048,141.048,True,False,False,0,0,hold
48,2020-01-18,170.06,179.57,165.08,174.43,819444.357,14.48999999999998,9.509999999999991,4.97999999999999,14.48999999999998,9.50733333333333,200.84699999999998,143.803,143.803,True,False,False,0,0,hold
49,2020-01-19,174.37,178.42,161.81,167.04,742371.819,16.609999999999985,3.9899999999999807,12.620000000000005,16.609999999999985,10.388666666666662,201.281,143.803,143.803,True,False,False,0,0,hold
50,2020-01-20,167.04,169.48,161.5,167.03,390055.869,7.97999999999999,2.4399999999999977,5.539999999999992,7.97999999999999,10.650666666666663,197.442,143.803,143.803,True,False,False,0,0,hold
51,2020-01-21,167.01,170.34,165.02,169.52,351565.999,5.319999999999993,3.3100000000000023,2.009999999999991,5.319999999999993,10.367999999999995,198.784,143.803,143.803,True,False,False,0,0,hold
52,2020-01-22,169.62,171.61,166.12,168.19,334378.174,5.490000000000009,2.0900000000000034,3.4000000000000057,5.490000000000009,10.297333333333329,199.757,143.803,143.803,True,False,False,0,0,hold
53,2020-01-23,168.24,168.38,159.41,162.97,481102.22,8.969999999999999,0.18999999999999773,8.780000000000001,8.969999999999999,10.175999999999995,194.42299999999997,143.803,143.803,True,False,False,0,0,hold
54,2020-01-24,162.97,164.65,155.72,162.63,472568.424,8.930000000000007,1.6800000000000068,7.25,8.930000000000007,10.358666666666663,191.261,143.803,143.803,True,False,False,0,0,hold
55,2020-01-25,162.66,163.0,157.8,160.52,282785.555,5.199999999999989,0.37000000000000455,4.829999999999984,5.199999999999989,10.043333333333328,190.52999999999997,143.803,143.803,True,False,False,0,0,hold
56,2020-01-26,160.5,168.16,159.5,167.9,326188.863,8.659999999999997,7.639999999999986,1.0200000000000102,8.659999999999997,10.21866666666666,194.48599999999996,143.803,143.803,True,False,False,0,0,hold
57,2020-01-27,167.98,172.26,165.28,170.21,418039.792,6.97999999999999,4.359999999999985,2.6200000000000045,6.97999999999999,10.357999999999995,199.84399999999997,143.803,143.803,True,False,False,0,0,hold
58,2020-01-28,170.25,176.7,170.22,175.88,525282.459,6.47999999999999,6.489999999999981,0.009999999999990905,6.489999999999981,10.47866666666666,204.89599999999996,143.803,143.803,True,False,False,0,0,hold
59,2020-01-29,175.89,178.85,173.3,173.8,401619.605,5.549999999999983,2.969999999999999,2.579999999999984,5.549999999999983,9.01466666666666,203.11899999999997,149.031,149.031,True,False,False,0,0,hold
60,2020-01-30,173.86,187.4,171.07,185.14,653770.608,16.330000000000013,13.599999999999994,2.730000000000018,16.330000000000013,9.247999999999992,206.97899999999998,151.49100000000004,151.49100000000004,True,False,False,0,0,hold
61,2020-01-31,185.16,186.34,175.5,180.14,672522.049,10.840000000000003,1.200000000000017,9.639999999999986,10.840000000000003,9.357333333333326,208.992,152.84800000000004,152.84800000000004,True,False,False,0,0,hold
62,2020-02-01,180.14,184.58,179.41,183.82,526688.019,5.170000000000016,4.440000000000026,0.7299999999999898,5.170000000000016,8.86733333333333,208.59699999999998,155.39300000000003,155.39300000000003,True,False,False,0,0,hold
63,2020-02-02,183.8,193.7,179.0,188.59,907342.798,14.699999999999989,9.879999999999995,4.819999999999993,14.699999999999989,8.881333333333329,212.99399999999997,159.70600000000002,159.70600000000002,True,False,False,0,0,hold
64,2020-02-03,188.64,195.45,186.65,189.92,652054.538,8.799999999999983,6.859999999999985,1.9399999999999977,8.799999999999983,8.360666666666663,216.132,165.96800000000002,165.96800000000002,True,False,False,0,0,hold
65,2020-02-04,189.89,191.76,184.71,189.01,614290.379,7.049999999999983,1.8400000000000034,5.2099999999999795,7.049999999999983,8.298666666666662,213.131,165.96800000000002,165.96800000000002,True,False,False,0,0,hold
66,2020-02-05,189.0,208.18,188.26,204.1,902811.615,19.920000000000016,19.170000000000016,0.75,19.920000000000016,9.271999999999997,226.036,170.404,170.404,True,False,False,0,0,hold
67,2020-02-06,204.1,216.7,201.28,213.27,1254989.317,15.419999999999987,12.599999999999994,2.819999999999993,15.419999999999987,9.933999999999996,238.792,179.18800000000002,179.18800000000002,True,False,False,0,0,hold
68,2020-02-07,213.3,225.36,213.3,223.57,1054174.736,12.060000000000002,12.090000000000003,0.030000000000001137,12.090000000000003,10.141999999999996,249.756,188.90400000000002,188.90400000000002,True,False,False,0,0,hold
69,2020-02-08,223.57,228.02,213.35,223.57,1090545.108,14.670000000000016,4.450000000000017,10.219999999999999,14.670000000000016,10.524666666666663,252.259,189.11100000000002,189.11100000000002,True,False,False,0,0,hold
70,2020-02-09,223.57,230.9,223.5,228.64,969021.787,7.400000000000006,7.3300000000000125,0.06999999999999318,7.400000000000006,10.671333333333331,259.214,195.18599999999998,195.18599999999998,True,False,False,0,0,hold
71,2020-02-10,228.71,229.96,217.32,223.03,1175671.024,12.640000000000015,1.3200000000000216,11.319999999999993,12.640000000000015,10.936666666666666,256.45,195.18599999999998,195.18599999999998,True,False,False,0,0,hold
72,2020-02-11,223.04,239.98,218.64,237.16,1194286.448,21.340000000000003,16.94999999999999,4.390000000000015,21.340000000000003,11.894,264.992,195.18599999999998,195.18599999999998,True,False,False,0,0,hold
73,2020-02-12,237.17,277.97,237.17,266.24,2223807.477,40.80000000000004,40.81000000000003,0.009999999999990905,40.81000000000003,14.182000000000004,300.116,215.02399999999997,215.02399999999997,True,False,False,0,0,hold
74,2020-02-13,266.26,278.8,256.2,268.48,2386998.02,22.600000000000023,12.560000000000002,10.04000000000002,22.600000000000023,15.318666666666672,313.456,221.54399999999998,221.54399999999998,True,False,False,0,0,hold
75,2020-02-14,268.48,287.58,260.53,285.4,1447161.175,27.05000000000001,19.099999999999966,7.9500000000000455,27.05000000000001,16.03333333333334,322.155,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
76,2020-02-15,285.4,289.0,262.41,265.08,1925220.413,26.589999999999975,3.6000000000000227,22.989999999999952,26.589999999999975,17.083333333333336,326.95500000000004,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
77,2020-02-16,265.16,274.3,237.86,258.87,2297491.401,36.44,9.220000000000027,27.21999999999997,36.44,19.168000000000003,313.58400000000006,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
78,2020-02-17,258.87,268.81,242.32,268.0,2129022.892,26.49000000000001,9.939999999999998,16.55000000000001,26.49000000000001,19.954000000000004,315.427,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
79,2020-02-18,267.99,286.48,258.78,282.96,1885124.383,27.700000000000045,18.480000000000018,9.220000000000027,27.700000000000045,21.21400000000001,336.27200000000005,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
80,2020-02-19,282.96,286.7,250.0,258.43,1677778.697,36.69999999999999,3.740000000000009,32.95999999999998,36.69999999999999,23.190666666666676,337.922,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
81,2020-02-20,258.39,264.32,245.91,257.11,1618473.989,18.409999999999997,5.889999999999986,12.52000000000001,18.409999999999997,23.09000000000001,324.38500000000005,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
82,2020-02-21,257.18,268.5,253.89,265.44,985301.295,14.610000000000014,11.389999999999986,3.2200000000000273,14.610000000000014,23.036000000000012,330.303,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
83,2020-02-22,265.45,267.16,256.23,261.83,752957.418,10.930000000000007,1.7200000000000273,9.20999999999998,10.930000000000007,22.958666666666673,330.5710000000001,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
84,2020-02-23,261.82,275.84,261.5,274.67,940831.98,14.339999999999975,14.009999999999991,0.3299999999999841,14.339999999999975,22.93666666666667,337.47999999999996,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
85,2020-02-24,274.66,277.26,257.5,265.7,1483265.023,19.75999999999999,2.589999999999975,17.170000000000016,19.75999999999999,23.760666666666673,338.66200000000003,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
86,2020-02-25,265.69,266.4,244.57,247.03,1563901.657,21.829999999999984,0.6999999999999886,21.129999999999995,21.829999999999984,24.373333333333335,328.605,225.95499999999993,225.95499999999993,True,False,False,0,0,hold
87,2020-02-26,247.03,250.54,215.75,224.1,2729291.802,34.78999999999999,3.509999999999991,31.28,34.78999999999999,25.27,308.955,157.33499999999998,308.955,False,False,True,-1,-2,long_reversal
88,2020-02-27,224.13,238.58,210.01,227.92,2374539.334,28.57000000000002,14.480000000000018,14.090000000000003,28.57000000000002,24.454000000000004,297.65700000000004,150.933,297.65700000000004,False,False,False,0,0,hold
89,2020-02-28,227.93,234.93,214.25,227.09,2026863.186,20.680000000000007,7.010000000000019,13.669999999999987,20.680000000000007,24.326,297.568,151.612,297.568,False,False,False,0,0,hold
90,2020-02-29,227.04,233.33,217.14,217.31,1309444.25,16.190000000000026,6.240000000000009,9.950000000000017,16.190000000000026,23.602,296.041,154.42900000000003,296.041,False,False,False,0,0,hold
91,2020-03-01,217.37,228.0,212.33,218.01,1775078.523,15.669999999999987,10.689999999999998,4.97999999999999,15.669999999999987,22.874000000000002,288.78700000000003,151.543,288.78700000000003,False,False,False,0,0,hold
92,2020-03-02,218.01,234.5,216.24,232.22,1604040.396,18.25999999999999,16.49000000000001,1.7699999999999818,18.25999999999999,21.662000000000003,288.78700000000003,160.38400000000001,288.78700000000003,False,False,False,0,0,hold
93,2020-03-03,232.24,232.67,220.21,224.1,1544830.651,12.45999999999998,0.44999999999998863,12.009999999999991,12.45999999999998,20.726666666666667,288.62,164.26,288.62,False,False,False,0,0,hold
94,2020-03-04,224.1,229.0,220.45,224.47,1027175.512,8.550000000000011,4.900000000000006,3.6500000000000057,8.550000000000011,19.45,283.075,166.375,283.075,False,False,False,0,0,hold
95,2020-03-05,224.43,234.26,224.43,228.64,1142530.928,9.829999999999984,9.789999999999992,0.03999999999999204,9.829999999999984,17.658666666666665,282.321,176.369,282.321,False,False,False,0,0,hold
96,2020-03-06,228.63,245.38,227.6,244.94,1307956.34,17.78,16.74000000000001,1.039999999999992,17.78,17.616666666666667,282.321,183.64000000000001,282.321,False,False,False,0,0,hold
97,2020-03-07,244.97,251.8,236.3,237.34,1637057.953,15.5,6.860000000000014,8.639999999999986,15.5,17.676,282.321,191.02200000000002,282.321,False,False,False,0,0,hold
98,2020-03-08,237.36,237.38,195.35,199.54,3150036.792,42.03,0.03999999999999204,41.99000000000001,42.03,19.74933333333333,275.613,157.11700000000002,275.613,False,False,False,0,0,hold
99,2020-03-09,199.54,208.65,190.02,203.02,3885205.704,18.629999999999995,9.110000000000014,9.519999999999982,18.629999999999995,20.03533333333333,259.44100000000003,139.229,259.44100000000003,False,False,False,0,0,hold
100,2020-03-10,202.95,206.32,195.66,200.95,2008333.356,10.659999999999997,3.299999999999983,7.360000000000014,10.659999999999997,19.428666666666665,259.276,142.704,259.276,False,False,False,0,0,hold
101,2020-03-11,200.9,203.26,181.88,194.81,2125322.09,21.379999999999995,2.3100000000000023,19.069999999999993,21.379999999999995,19.398666666666667,250.766,134.374,250.766,False,False,False,0,0,hold
102,2020-03-12,194.77,195.81,95.0,106.71,7116256.717,100.81,1.0,99.81,100.81,23.8,216.805,74.005,216.805,False,False,False,0,0,hold
103,2020-03-13,106.97,323.0,84.23,134.13,6584772.112,238.76999999999998,216.29000000000002,22.47999999999999,238.76999999999998,37.813333333333325,216.805,90.17500000000004,216.805,False,False,False,0,0,hold
104,2020-03-14,134.1,134.67,121.16,122.55,1845475.252,13.509999999999991,0.539999999999992,12.969999999999999,13.509999999999991,37.33533333333333,216.805,15.908999999999992,216.805,False,False,False,0,0,hold
105,2020-03-15,122.56,133.85,120.4,123.89,1802030.406,13.449999999999989,11.299999999999997,2.1499999999999915,13.449999999999989,37.15266666666666,216.805,15.667000000000016,216.805,False,False,False,0,0,hold
106,2020-03-16,123.87,124.4,100.11,111.06,3622097.906,24.290000000000006,0.5100000000000051,23.78,24.290000000000006,37.72733333333333,216.805,-0.9269999999999925,216.805,False,False,False,0,0,hold
107,2020-03-17,111.04,121.55,109.34,115.68,2053691.349,12.209999999999994,10.489999999999995,1.7199999999999989,12.209999999999994,37.32399999999999,216.805,3.473000000000013,216.805,False,False,False,0,0,hold
108,2020-03-18,115.67,118.59,109.78,118.16,1583517.464,8.810000000000002,2.9099999999999966,5.900000000000006,8.810000000000002,37.08066666666666,216.805,2.9430000000000263,216.805,False,False,False,0,0,hold
109,2020-03-19,118.12,143.34,115.5,136.42,2098800.654,27.840000000000003,25.180000000000007,2.6599999999999966,27.840000000000003,38.36666666666666,216.805,14.320000000000036,216.805,False,False,False,0,0,hold
110,2020-03-20,136.42,152.68,116.67,133.52,3128620.956,36.010000000000005,16.26000000000002,19.749999999999986,36.010000000000005,40.111999999999995,216.805,14.339000000000027,216.805,False,False,False,0,0,hold
111,2020-03-21,133.48,137.58,125.58,132.67,1933564.299,12.000000000000014,4.060000000000002,7.940000000000012,12.000000000000014,39.72666666666667,216.805,12.400000000000006,216.805,False,False,False,0,0,hold
112,2020-03-22,132.64,137.2,121.0,122.25,1724360.751,16.19999999999999,4.530000000000001,11.669999999999987,16.19999999999999,39.77333333333333,216.805,9.780000000000001,216.805,False,False,False,0,0,hold
113,2020-03-23,122.27,137.67,119.0,135.96,1950909.243,18.669999999999987,15.419999999999987,3.25,18.669999999999987,38.215999999999994,216.805,13.686999999999998,216.805,False,False,False,0,0,hold
114,2020-03-24,135.96,143.44,132.41,138.38,1745190.832,11.030000000000001,7.47999999999999,3.5500000000000114,11.030000000000001,37.709333333333326,216.805,24.797000000000025,216.805,False,False,False,0,0,hold
115,2020-03-25,138.39,142.46,132.36,136.1,1448291.794,10.099999999999994,4.0800000000000125,6.019999999999982,10.099999999999994,37.672,216.805,24.394000000000034,216.805,False,False,False,0,0,hold
116,2020-03-26,136.11,139.8,133.18,138.41,1069528.365,6.6200000000000045,3.700000000000017,2.9199999999999875,6.6200000000000045,36.687999999999995,216.805,26.426000000000016,216.805,False,False,False,0,0,hold
117,2020-03-27,138.36,141.44,129.16,131.27,1024307.98,12.280000000000001,3.030000000000001,9.25,12.280000000000001,30.785999999999998,216.805,42.94200000000002,216.805,False,False,False,0,0,hold
118,2020-03-28,131.24,132.93,124.52,130.95,1335630.33,8.41000000000001,1.6599999999999966,6.750000000000014,8.41000000000001,15.428666666666667,175.011,82.439,175.011,False,False,False,0,0,hold
119,2020-03-29,130.97,131.77,123.74,124.4,848667.965,8.030000000000015,0.8200000000000216,7.209999999999994,8.030000000000015,15.063333333333334,172.945,82.565,172.945,False,False,False,0,0,hold
120,2020-03-30,124.42,135.13,123.93,132.04,1187536.733,11.199999999999989,10.72999999999999,0.46999999999999886,11.199999999999989,14.913333333333334,172.945,84.78999999999999,172.945,False,False,False,0,0,hold
121,2020-03-31,132.07,135.0,130.33,132.61,896493.378,4.6699999999999875,2.960000000000008,1.7099999999999795,4.6699999999999875,13.605333333333334,172.945,91.84900000000002,172.945,False,False,False,0,0,hold
122,2020-04-01,132.6,137.22,128.27,135.6,1143905.195,8.949999999999989,4.609999999999985,4.340000000000003,8.949999999999989,13.388,172.909,92.581,172.909,False,False,False,0,0,hold
123,2020-04-02,135.6,149.97,135.0,141.3,1694646.358,14.969999999999999,14.370000000000005,0.5999999999999943,14.969999999999999,13.798666666666666,172.909,101.08900000000001,172.909,False,False,False,0,0,hold
124,2020-04-03,141.29,146.78,137.68,141.23,1307374.677,9.099999999999994,5.47999999999999,3.6200000000000045,9.099999999999994,12.549333333333331,172.909,104.58200000000002,172.909,False,False,False,0,0,hold
125,2020-04-04,141.2,146.14,138.79,144.02,977437.997,7.349999999999994,4.909999999999997,2.4399999999999977,7.349999999999994,10.638666666666664,172.909,110.54899999999998,172.909,False,False,False,0,0,hold
126,2020-04-05,143.97,145.52,140.6,142.59,780295.149,4.920000000000016,1.5,3.420000000000016,4.920000000000016,10.166666666666664,172.909,112.56,172.909,False,False,False,0,0,hold
127,2020-04-06,142.59,171.99,142.51,171.15,2847455.204,29.480000000000018,29.400000000000006,0.0800000000000125,29.480000000000018,11.052,172.909,124.094,172.909,False,False,False,0,0,hold
128,2020-04-07,171.15,176.16,162.13,164.55,3033756.235,14.030000000000001,5.009999999999991,9.02000000000001,14.030000000000001,10.742666666666668,172.909,136.91699999999997,172.909,False,False,False,0,0,hold
129,2020-04-08,164.56,174.59,163.55,173.19,1871521.554,11.039999999999992,10.039999999999992,1.0,11.039999999999992,10.743333333333334,201.3,136.83999999999997,136.83999999999997,True,True,False,1,2,short_reversal
130,2020-04-09,173.18,173.44,164.89,169.46,1307817.881,8.550000000000011,0.25,8.300000000000011,8.550000000000011,10.640000000000002,201.085,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
131,2020-04-10,169.48,170.1,152.0,157.69,2238955.865,18.099999999999994,0.6399999999999864,17.460000000000008,18.099999999999994,11.405333333333335,195.26600000000002,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
132,2020-04-11,157.69,161.25,153.78,158.19,1157138.069,7.469999999999999,3.5600000000000023,3.9099999999999966,7.469999999999999,11.084666666666667,190.769,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
133,2020-04-12,158.21,164.9,154.85,158.72,1402479.422,10.050000000000011,6.710000000000008,3.3400000000000034,10.050000000000011,11.194,193.457,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
134,2020-04-13,158.69,159.08,149.55,156.37,1787879.914,9.530000000000001,0.36000000000001364,9.169999999999987,9.530000000000001,11.294,188.197,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
135,2020-04-14,156.38,161.83,155.07,158.43,1342786.247,6.760000000000019,5.460000000000008,1.3000000000000114,6.760000000000019,10.998000000000001,191.444,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
136,2020-04-15,158.42,161.32,151.9,152.64,1352926.571,9.419999999999987,2.8899999999999864,6.530000000000001,9.419999999999987,11.31466666666667,190.55400000000003,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
137,2020-04-16,152.64,174.92,148.07,172.27,3073088.701,26.849999999999994,22.28,4.569999999999993,26.849999999999994,12.508000000000003,199.019,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
138,2020-04-17,172.31,174.88,168.21,170.56,1341267.776,6.6699999999999875,2.609999999999985,4.060000000000002,6.6699999999999875,11.954666666666668,207.40900000000002,137.24499999999998,137.24499999999998,True,False,False,0,0,hold
139,2020-04-18,170.56,189.68,170.28,187.48,2159964.294,19.400000000000006,19.120000000000005,0.28000000000000114,19.400000000000006,12.641333333333336,217.90400000000002,142.056,142.056,True,False,False,0,0,hold
140,2020-04-19,187.52,188.3,176.27,179.97,2326412.534,12.030000000000001,0.8200000000000216,11.20999999999998,12.030000000000001,12.953333333333337,221.14500000000004,143.425,143.425,True,False,False,0,0,hold
141,2020-04-20,179.96,186.47,166.6,170.19,3452651.911,19.870000000000005,6.5,13.370000000000005,19.870000000000005,13.950000000000001,218.385,143.425,143.425,True,False,False,0,0,hold
142,2020-04-21,170.19,174.63,167.92,170.66,2195445.346,6.710000000000008,4.439999999999998,2.2700000000000102,6.710000000000008,12.432,208.57099999999997,143.425,143.425,True,False,False,0,0,hold
143,2020-04-22,170.66,183.98,169.8,182.63,2433000.659,14.179999999999978,13.319999999999993,0.8599999999999852,14.179999999999978,12.442,214.21599999999998,143.425,143.425,True,False,False,0,0,hold
144,2020-04-23,182.63,194.4,178.0,185.53,3351092.377,16.400000000000006,11.77000000000001,4.6299999999999955,16.400000000000006,12.799333333333333,224.59799999999998,147.802,147.802,True,False,False,0,0,hold
145,2020-04-24,185.54,189.77,184.49,187.65,1865428.754,5.280000000000001,4.240000000000009,1.039999999999992,5.280000000000001,12.581333333333333,224.874,149.386,149.386,True,False,False,0,0,hold
146,2020-04-25,187.67,198.53,185.7,194.25,2370712.476,12.830000000000013,10.879999999999995,1.950000000000017,12.830000000000013,12.23,228.805,155.425,155.425,True,False,False,0,0,hold
147,2020-04-26,194.22,199.99,192.27,197.46,2056340.656,7.719999999999999,5.740000000000009,1.9799999999999898,7.719999999999999,12.246666666666668,232.87,159.39,159.39,True,False,False,0,0,hold
148,2020-04-27,197.46,199.0,189.51,196.37,2321318.544,9.490000000000009,1.539999999999992,7.950000000000017,9.490000000000009,12.209333333333335,230.883,159.39,159.39,True,False,False,0,0,hold
149,2020-04-28,196.39,197.72,192.28,196.31,1903267.47,5.439999999999998,1.3499999999999943,4.090000000000003,5.439999999999998,11.936666666666667,230.81,159.39,159.39,True,False,False,0,0,hold
