Unnamed: 0,datetime,open,high,low,close,volume,shadow,abs_diff,avg_abs_diff_15d,new_column,signal_1,HL,HC,LC,TR,ATR,Upper Band,Lower Band,Supertrend,In Uptrend,Tenkan-sen,Kijun-sen,Senkou Span A,Senkou Span B,Chikou Span,Buy Signal,Sell Signal,signal_2,combined_signal,signal,signals,trade_type
61,2019-11-08,9221.63,9259.3,8669.85,8775.03,151851.16,0.23551276309897143,446.59999999999854,831.6493635989975,0.0,0,589.4499999999989,39.659999999999854,549.789999999999,589.4499999999989,357.4979999999996,10037.069,8526.127999999999,8526.127999999999,True,9109.925,8790.619999999999,8950.2725,8790.619999999999,8274.66,False,False,0,0.0,0,-1,square_off
62,2019-11-09,8775.6,8878.0,8727.0,8811.15,66846.392,-1.8804500703235367,35.54999999999927,486.3532411863685,0.0,0,151.0,102.96999999999935,48.030000000000655,151.0,302.89999999999964,9711.199999999999,8526.127999999999,8526.127999999999,True,9109.925,8790.619999999999,8950.2725,8790.619999999999,8346.05,False,False,0,0.0,0,0,hold
63,2019-11-10,8811.3,9187.0,8760.0,9041.31,91099.197,-0.6334072431633423,230.01000000000022,391.50731459377926,0.0,0,427.0,375.85000000000036,51.149999999999636,427.0,329.7399999999998,9962.72,8526.127999999999,8526.127999999999,True,9109.925,8790.619999999999,8950.2725,8790.619999999999,8160.01,True,False,1,1.0,1,1,long
64,2019-11-11,9041.31,9072.91,8611.11,8728.93,113373.762,0.37716883283180747,312.3799999999992,394.402739678137,0.0,0,461.7999999999993,31.600000000000364,430.1999999999989,461.7999999999993,383.9959999999995,9993.998,8526.127999999999,8526.127999999999,True,9080.555,8790.619999999999,8935.5875,8790.619999999999,7992.21,False,False,0,0.0,0,0,hold
65,2019-11-12,8729.89,8889.06,8552.12,8817.0,107520.546,-0.8272299391573759,87.11000000000058,368.35714474127525,0.0,0,336.9399999999987,160.1299999999992,176.8099999999995,336.9399999999987,393.2379999999994,9900.303999999998,8526.127999999999,8526.127999999999,True,9051.060000000001,8790.619999999999,8920.84,8790.619999999999,8069.2,False,False,0,0.0,0,0,hold
66,2019-11-13,8817.94,8838.0,8712.0,8774.76,58585.811,1.4534506716072209,43.18000000000029,361.66907035346395,0.0,0,126.0,21.0,105.0,126.0,300.5479999999996,9676.643999999998,8526.127999999999,8526.127999999999,True,9004.625,8790.619999999999,8897.6225,8790.619999999999,7943.94,False,False,0,0.0,0,0,hold
67,2019-11-14,8774.78,8798.06,8581.39,8642.25,87099.995,0.45921678110616676,132.53000000000065,346.9006812464653,0.0,0,216.67000000000007,23.299999999999272,193.3700000000008,216.67000000000007,313.6819999999996,9630.770999999997,8526.127999999999,8526.127999999999,True,9001.060000000001,8790.619999999999,8895.84,8790.619999999999,7947.13,False,False,0,0.0,0,0,hold
68,2019-11-15,8642.47,8780.0,8380.0,8473.27,145602.497,0.5512411347517792,169.1999999999989,349.6677368086788,0.0,0,400.0,137.75,262.25,400.0,308.2819999999996,9504.846,7655.154000000001,9504.846,False,8880.965,8790.619999999999,8835.7925,8790.619999999999,8218.23,False,True,-1,-1.0,-1,-1,square_off
69,2019-11-16,8473.3,8540.54,8435.0,8491.06,48657.04,-2.7860360360360796,17.76000000000022,351.6690549081969,0.0,0,105.54000000000087,67.27000000000044,38.27000000000044,105.54000000000087,237.02999999999992,9198.86,7776.68,9198.86,False,8819.65,8790.619999999999,8805.134999999998,8790.619999999999,8201.74,False,True,-1,-1.0,-1,0,hold
70,2019-11-17,8491.18,8631.0,8355.78,8504.04,72152.266,-9.872472783825302,12.860000000000582,353.45442533781477,0.0,0,275.21999999999935,139.9400000000005,135.27999999999884,275.21999999999935,224.68600000000006,9167.448,7819.331999999999,9167.448,False,8771.39,8790.619999999999,8781.005,8790.619999999999,8020.89,False,True,-1,-1.0,-1,0,hold
71,2019-11-18,8504.13,8504.71,8050.0,8183.26,123477.142,0.41530838034095,320.869999999999,383.8062985043298,0.0,0,454.7099999999991,0.6699999999982538,454.0400000000009,454.7099999999991,290.4279999999999,9148.639,7406.071,9148.639,False,8618.5,8872.96,8745.73,8790.619999999999,7465.0,False,True,-1,-1.0,-1,0,hold
72,2019-11-19,8183.3,8212.87,8000.0,8131.7,110854.03,2.552325581395327,51.600000000000364,376.95018959323136,0.0,0,212.8700000000008,29.610000000000582,183.26000000000022,212.8700000000008,289.668,8975.439,7237.4310000000005,8975.439,False,8536.455,8883.74,8710.0975,8790.619999999999,7411.35,False,True,-1,-1.0,-1,0,hold
73,2019-11-20,8131.12,8230.0,8037.5,8094.05,87352.38,1.525492311842477,37.06999999999971,377.38016654195354,0.0,0,192.5,98.30000000000018,94.19999999999982,192.5,248.16800000000003,8878.254,7389.246,8878.254,False,8444.529999999999,9204.24,8824.384999999998,8790.619999999999,8650.0,False,True,-1,-1.0,-1,0,hold
74,2019-11-21,8094.57,8131.51,7432.0,7621.9,180289.189,0.40176021325660527,472.6700000000001,446.1984835030547,-0.0008499803525855359,1,699.5100000000002,37.460000000000036,662.0500000000002,699.5100000000002,366.9619999999999,8878.254,6680.869000000001,8878.254,False,8135.0,8681.064999999999,8408.0325,8790.619999999999,9232.22,False,True,-1,1.0,1,1,long
75,2019-11-22,7621.89,7765.03,6762.73,7262.72,371213.951,1.392070607233345,359.1700000000001,474.68805278469006,0.0,0,1002.3000000000002,143.1300000000001,859.1700000000001,1002.3000000000002,512.378,8801.014,5726.745999999999,8801.014,False,7780.3949999999995,8346.43,8063.4125,8585.605,9533.32,False,True,-1,-1.0,-1,-1,square_off
76,2019-11-23,7261.89,7345.84,7073.38,7305.99,139643.311,-0.9036281179138517,44.099999999999454,422.2840397695643,0.0,0,272.46000000000004,83.11999999999989,189.34000000000015,272.46000000000004,475.9280000000002,8637.394,5781.826,8637.394,False,7771.365,8165.915,7968.639999999999,8585.605,9217.36,False,True,-1,-1.0,-1,0,hold
77,2019-11-24,7306.19,7324.92,6855.91,6900.86,183676.078,0.11089729356326901,405.3299999999999,463.41552021158225,0.0,0,469.0100000000002,18.93000000000029,450.0799999999999,469.0100000000002,527.1560000000002,8637.394,5508.946999999999,8637.394,False,7696.865,8156.365,7926.615,8585.605,9415.02,False,True,-1,-1.0,-1,0,hold
78,2019-11-25,6899.77,7386.29,6510.19,7102.03,333987.914,-1.4054187679224819,202.2599999999993,460.71902739155564,0.0,0,876.1000000000004,485.4300000000003,390.6700000000001,876.1000000000004,663.8760000000002,8637.394,4956.611999999999,8637.394,False,7570.594999999999,8030.094999999999,7800.344999999999,8459.335,9165.3,False,True,-1,-1.0,-1,0,hold
79,2019-11-26,7103.34,7340.06,7011.9,7150.0,193962.094,-4.0732961851693315,46.659999999999854,440.71118679372387,0.0,0,328.16000000000076,238.03000000000065,90.13000000000011,328.16000000000076,589.6060000000003,8637.394,5407.161999999998,8637.394,False,7507.449999999999,8030.094999999999,7768.772499999999,8459.335,9150.0,False,True,-1,-1.0,-1,0,hold
80,2019-11-27,7149.97,7669.2,6850.0,7506.77,297842.994,-0.45524103139013256,356.8000000000002,470.20226003266424,0.0,0,819.1999999999998,519.1999999999998,300.0,819.1999999999998,552.9860000000002,8637.394,5600.642,8637.394,False,7370.094999999999,8030.094999999999,7700.094999999999,8459.335,9231.01,False,True,-1,-1.0,-1,0,hold
